tconst,primaryTitle,startYear,the_numbers_url,scrape_success,scrape_error,plot_summary,franchise,has_plot_summary
tt2011159,No Good Deed,2014.0,https://www.the-numbers.com/movie/No-Good-Deed,True,,,,False
tt2015381,Guardians of the Galaxy,2014.0,https://www.the-numbers.com/movie/Guardians-of-the-Galaxy,True,,"Adventurer Peter Quill finds himself the object of an unrelenting bounty hunt after stealing a mysterious orb coveted by Ronan, a powerful villain with ambitions that threaten the entire universe. To evade the ever-persistent Ronan, Quill is forced into an uneasy truce with a quartet of disparate misfits—Rocket, a gun-toting raccoon, Groot, a tree-like humanoid, the deadly and enigmatic Gamora and the revenge-driven Drax the Destroyer. But when Quill discovers the true power of the orb and the menace it poses to the cosmos, he must do his best to rally his ragtag rivals for a last, desperate stand—with the galaxy’s fate in the balance.",Marvel Cinematic Universe,True
tt2017020,The Smurfs 2,2013.0,https://www.the-numbers.com/movie/Smurfs-2-The,True,,,The Smurfs,False
tt20215234,Conclave,2024.0,https://www.the-numbers.com/movie/Conclave-(2024),True,,"Cardinal Lawrence is tasked with overseeing one of the world’s most mysterious and ancient events: the election of a new Pope. After the most powerful leaders of the Catholic Church from around the world gather in the halls of the Vatican, Lawrence finds himself at the center of a conspiracy and uncovers a secret that could shake the Church to its foundations.",,True
tt2023453,Diary of a Wimpy Kid: Dog Days,2012.0,https://www.the-numbers.com/movie/Diary-of-a-Wimpy-Kid-Dog-Days,True,,"During his summer vacation, ""Wimpy Kid"" Greg Heffley, the hero of the successful book series, hatches a plan to pretend he has a job at a ritzy country club - which fails to keep him away from the season's dog days, including embarrassing mishaps at a public pool and a camping trip that goes horribly wrong.",Diary of a Wimpy Kid,True
tt2024432,Identity Thief,2013.0,https://www.the-numbers.com/movie/Identity-Thief,True,,"Identity Thief is an all-star comedy in which a regular guy is forced to extreme measures to clear his name. With everything to lose after his identity is stolen, he'll find out how crazed you can get trying to settle a bad credit score. Unlimited funds have allowed Diana to live it up on the outskirts of Orlando, where the queen of retail buys whatever strikes her fancy. There’s only one glitch: The ID she's using to finance these sprees reads ""Sandy Bigelow Patterson""... and it belongs to an accounts rep who lives halfway across the U.S. With only one week to hunt down the con artist before his world implodes, the real Sandy Bigelow Patterson heads south to confront the woman with an all-access pass to his life. And as he attempts to bribe, coax and wrangle her the 2,000 miles to Denver, one easy target will discover just how tough it is to get your name back.",,True
tt2024469,Non-Stop,2014.0,https://www.the-numbers.com/movie/Non-Stop,True,,,,False
tt2024544,12 Years a Slave,2013.0,https://www.the-numbers.com/movie/12-Years-a-Slave,True,,"In pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses, Solomon struggles not only to stay alive, but to retain his dignity.",,True
tt2025526,War of the Arrows,2011.0,https://www.the-numbers.com/movie/Choi-jong-byeong-gi-hwal,True,,"Set during the second Manchu invasion of Korea, Nam-Yi, the best archer in Korea, goes up against the Qing Dynasty to save his younger sister Ja-In - who was dragged away by Mongolian invaders.",,True
tt2025690,The Finest Hours,2016.0,https://www.the-numbers.com/movie/Finest-Hours-The,True,,"On February 18, 1952, a massive nor’easter struck New England, pummeling towns along the Eastern seaboard and wreaking havoc on the ships caught in its deadly path, including the SS Pendleton, a T-2 oil tanker bound for Boston, which was literally ripped in half, trapping more than 30 sailors inside its rapidly-sinking stern. As the senior officer on board, first assistant engineer Ray Sybert soon realizes it is up to him to take charge of the frightened crew and inspire the men to set aside their differences and work together to ride out one of the worst storms to ever hit the East Coast. Meanwhile, as word of the disaster reaches the U.S. Coast Guard station in Chatham, Massachusetts, Warrant Officer Daniel Cluff orders a daring operation to rescue the stranded men. Despite overwhelming odds, four men, led by Coast Guard Captain Bernie Webber, set out in a wooden lifeboat with an ill-equipped engine and little, if any, means of navigation, facing frigid temperatures, 60-foot high waves and hurricane-force winds.",,True
tt2034139,The Last Exorcism Part II,2013.0,https://www.the-numbers.com/movie/Last-Exorcism-The,True,,"When he arrives on the rural Louisiana farm of Louis Sweetzer, the Reverend Cotton Marcus expects to perform just another routine ""exorcism"" on a disturbed religious fanatic. An earnest fundamentalist, Sweetzer has contacted the charismatic preacher as a last resort, certain his teenage daughter Nell is possessed by a demon who must be exorcized before their terrifying ordeal ends in unimaginable tragedy. Buckling under the weight of his conscience after years of parting desperate believers with their money, Cotton and his crew plan to film a confessionary documentary of this, his last exorcism. But upon arriving at the already blood drenched family farm, it is soon clear that nothing could have prepared him for the true evil he encounters there. Now, too late to turn back, Reverend Marcus' own beliefs are shaken to the core when he and his crew must find a way to save Nell - and themselves - before it is too late.",The Last Exorcism,True
tt2034800,The Great Wall,2016.0,https://www.the-numbers.com/movie/Great-Wall-The,True,,"Between courage and fear. Between monsters and men. A wall stands that must never fall. The story of an elite force making a valiant stand for humanity on the world's most iconic structure. When a mercenary warrior is imprisoned within The Great Wall, he discovers the mystery behind one of the greatest wonders of our world. As wave after wave of marauding beasts, intent on devouring the world, besiege the massive structure, his quest for fortune turns into a journey toward heroism as he joins a huge army of elite warriors to confront this unimaginable and seemingly unstoppable force.",,True
tt2039338,Flatliners,2017.0,https://www.the-numbers.com/movie/Flatliners-(2017),True,,"Five medical students, hoping to gain insight into the mystery of what lies beyond the confines of life, embark on a daring and dangerous experiment. By stopping their hearts for short periods of time, each triggers a near-death experience. As the investigation becomes more and more perilous, they are forced to confront the sins of their pasts, as well as contend with the paranormal consequences of trespassing to the other side.",Flatliners,True
tt2039393,The Gambler,2014.0,https://www.the-numbers.com/movie/Gambler-The-(2014),True,,Jim Bennett is a college literature professor with a gambling addiction that is spiralling out of control.,,True
tt2049386,Alice in Wonderland,2010.0,https://www.the-numbers.com/movie/Alice-in-Wonderland-(2010),True,,,Alice in Wonderland,False
tt2049403,Beetlejuice Beetlejuice,2024.0,https://www.the-numbers.com/movie/Beetlejuice-Beetlejuice-(2024),True,,"Still haunted by Beetlejuice, Lydia’s life is turned upside down when her rebellious teenage daughter, Astrid, discovers the mysterious model of the town in the attic and the portal to the Afterlife is accidentally opened. With trouble brewing in both realms, it’s only a matter of time until someone says Beetlejuice’s name three times and the mischievous demon returns to unleash his very own brand of mayhem.",Beetlejuice,True
tt2053463,Side Effects,2013.0,https://www.the-numbers.com/movie/Side-Effects-(2013),True,,Emily and Martin are a successful New York couple whose world unravels when a new drug prescribed by Emily’s psychiatrist—intended to treat anxiety—has unexpected side effects.,,True
tt2058673,Point Break,2015.0,https://www.the-numbers.com/movie/Point-Break,True,,"FBI agent Utah is assigned to Los Angeles, where four bank robbers, who wear rubber masks of former US presidents and call themselves ""The Ex-Presidents,"" have executed a series of successful. Utah and his partner Pappas suspect that the robbers are members of a community of surfers and Utah infiltrates this surfer community.",,True
tt2072233,Sleepless,2017.0,https://www.the-numbers.com/movie/Sleepless-(2017),True,,"Undercover Las Vegas police officer Vincent Downs is caught in a high stakes web of corrupt cops and the mob-controlled casino underground. When a heist goes wrong, a crew of homicidal gangsters kidnaps Downs’ teenage son. In one sleepless night he will have to rescue his son, evade an internal affairs investigation and bring the kidnappers to justice.",,True
tt2073121,The Suspect,2013.0,https://www.the-numbers.com/movie/Suspect-The,True,,Two black American social scientists pose as bank robbers to study racial dynamics in small-town law enforcement.,,True
tt2076822,Chaos Walking,2021.0,https://www.the-numbers.com/movie/Chaos-Walking,True,,"Todd Hewitt lives on the distant planet of New World—a new hope for humanity until struck by “The Noise,” a virus which inflicts immersive visions of ones’ every thought. The cacophony drives many mad until Todd makes a hidden, silent discovery: there is a girl named Viola, who may be the key to unlocking New World’s many layered secrets. Together, the two unlikely companions are forced on a white-knuckle adventure into an unexplored planet—trying to escape and hide in an environment where all thought is heard, all movement seen—as they both discover the truth about the lives they left behind and the spectacular world they’ve learned to call home.",,True
tt20768712,Book Club: The Next Chapter,2023.0,https://www.the-numbers.com/movie/Book-Club-The-Next-Chapter-(2023),True,,"Our four best friends take their book club to Italy for the fun girls trip they never had. When things go off the rails and secrets are revealed, their relaxing vacation turns into a once-in-a-lifetime cross-country adventure.",Book Club,True
tt2080374,Steve Jobs,2015.0,https://www.the-numbers.com/movie/Steve-Jobs-(2015),True,,"Set backstage in the minutes before three iconic product launches spanning Jobs’ career—beginning with the Macintosh in 1984, and ending with the unveiling of the iMac in 1998—this film takes us behind the scenes of the digital revolution to paint a portrait of the brilliant man at its epicenter.",,True
tt2083355,The Best Man Holiday,2013.0,https://www.the-numbers.com/movie/Best-Man-Holiday-The,True,,"In the closing frames of The Best Man, Lance and Mia had just gotten married, and Harper proposed to a very shocked Robyn. Murch found the nerve to break up with Shelby and begin dating Candy, the fantasy girl who’d become the love of his life, while the industrious Shelby rebounded and found herself in bed with lothario Quentin. And although Jordan was successful as a television producer, she seemed destined to stay unlucky in love. Everything has changed since that day. Throughout the years, there have been marriages, children and divorces—not to mention all the love and heartbreak that accompany a life well lived—but the group has not been able to manage a proper get-together since Lance and Mia’s wedding. But that’s all about to be remedied. When the college friends finally reunite over the Christmas holidays, they will discover just how easy it is for long-forgotten rivalries and passionate romances to be reignited.",The Best Man,True
tt2083383,Trouble with the Curve,2012.0,https://www.the-numbers.com/movie/Trouble-with-the-Curve,True,,"Gus Lobel has been one of the best scouts in baseball for decades, but, despite his efforts to hide it, age is starting to catch up with him. Nevertheless, Gus - who can tell a pitch just by the crack of the bat - refuses to be benched for what could be the final innings of his career. He may not have a choice. The front office of the Atlanta Braves is starting to question his judgment, especially with the country's hottest batting phenom on deck for the draft. The one person who might be able to help is also the one person Gus would never ask: his daughter, Mickey, an associate at a high-powered Atlanta law firm whose drive and ambition has put her on the fast track to becoming partner. Mickey has never been close to her father, who was ill-equipped to be a single parent after the death of his wife. Even now, in the rare moments they share, he is too easily distracted by what Mickey assumes is his first love: the game. Against her better judgment, and over Gus's objections, Mickey joins him on his latest scouting trip to North Carolina, jeopardizing her own career to save his. Forced to spend time together for the first time in years, each makes new discoveries - revealing long-held truths about their past and present that could change their future.",,True
tt2084970,The Imitation Game,2014.0,https://www.the-numbers.com/movie/Imitation-Game-The,True,,"A dramatic portrayal of the life and work of one of Britain’s most extraordinary unsung heroes, Alan Turing. The pioneer of modern-day computing, Turing is credited with cracking the German Enigma code and the film is a race against time by Turing and his brilliant team at Britain’s top-secret code-breaking centre, Bletchley Park, during the darkest days of World War II. Turing, whose contributions and genius significantly shortened the war, saving thousands of lives, was the eventual victim of an unenlightened British Establishment, but his work and legacy live on.",,True
tt2091256,Captain Underpants: The First Epic Movie,2017.0,https://www.the-numbers.com/movie/Captain-Underpants-The-First-Epic-Movie,True,,"The story of two overly imaginative pranksters named George and Harold, who hypnotize their principal into thinking he’s a ridiculously enthusiastic, incredibly dimwitted superhero named Captain Underpants.",Captain Underpants,True
tt2094766,Assassin's Creed,2016.0,https://www.the-numbers.com/movie/Assassins-Creed,True,,"Through a revolutionary technology that unlocks his genetic memories, Callum Lynch experiences the adventures of his ancestor, Aguilar, in 15th Century Spain. Callum discovers he is descended from a mysterious secret society, the Assassins, and amasses incredible knowledge and skills to take on the oppressive and powerful Templar organization in the present day.",,True
tt2095649,Grace of Monaco,2014.0,https://www.the-numbers.com/movie/Grace-of-Monaco,True,,,,False
tt2096672,Dumb and Dumber To,2014.0,https://www.the-numbers.com/movie/Dumb-and-Dumber-To,True,,"Lloyd and Harry go on a road trip to find a child Harry never knew he had and the responsibility neither should ever, ever be given.",Dumb and Dumber,True
tt2096673,Inside Out,2015.0,https://www.the-numbers.com/movie/Inside-Out-(2015),True,,"Growing up can be a bumpy road, and it’s no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley’s mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley’s main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",Inside Out,True
tt2097298,"McFarland, USA",2015.0,https://www.the-numbers.com/movie/McFarland-USA,True,,The true against-all-odds story of the 1987 McFarland high school cross country team in an economically challenged community.,,True
tt2103254,Tammy,2014.0,https://www.the-numbers.com/movie/Tammy,True,,"Tammy is having a bad day. She’s totaled her clunker car, gotten fired from her thankless job at a greasy burger joint and, instead of finding comfort at home, finds her husband getting comfortable with the neighbor in her own house. It’s time to take her boom box and book it. The bad news is she’s broke and without wheels. The worse news is her grandma, Pearl, is her only option—with a car, cash, and an itch to see Niagara Falls. Not exactly the escape Tammy had in mind. But on the road, with grandma riding shot gun, it may be just what Tammy needs.",,True
tt2103281,Dawn of the Planet of the Apes,2014.0,https://www.the-numbers.com/movie/Dawn-of-the-Planet-of-the-Apes,True,,"A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier. They reach a fragile peace, but it proves short-lived, as both sides are brought to the brink of a war that will determine who will emerge as Earth’s dominant species.",Planet of the Apes,True
tt2106361,Into the Storm,2014.0,https://www.the-numbers.com/movie/Into-the-Storm,True,,"In the span of a single day, the town of Silverton is ravaged by an unprecedented onslaught of tornadoes. The entire town is at the mercy of the erratic and deadly cyclones, even as storm trackers predict the worst is yet to come. Most people seek shelter, while others run towards the vortex, testing how far a storm chaser will go for that once-in-a-lifetime shot.",,True
tt21064584,The Iron Claw,2023.0,https://www.the-numbers.com/movie/Iron-Claw-The-(2023),True,,"The true story of the inseparable Von Erich brothers, who made history in the intensely competitive world of professional wrestling in the early 1980s. Through tragedy and triumph, under the shadow of their domineering father and coach, the brothers seek larger-than-life immortality on the biggest stage in sports.",,True
tt2109184,Paranormal Activity 4,2012.0,https://www.the-numbers.com/movie/Paranormal-Activity-4,True,,The next sequel in the Paranormal Activity franchise.,Paranormal Activity,True
tt2109248,Transformers: Age of Extinction,2014.0,https://www.the-numbers.com/movie/Transformers-Age-of-Extinction,True,,"An epic battle left a great city torn, but with the world saved. As humanity picks up the pieces, a shadowy group reveals itself in an attempt to control the direction of history… while an ancient, powerful new menace sets Earth in its crosshairs. With help from a new cast of humans, Optimus Prime and the Autobots rise to meet their most fearsome challenge yet as they are swept up in a war of good and evil, ultimately leading to a climactic battle across the world.",Transformers,True
tt21103300,My Big Fat Greek Wedding 3,2023.0,https://www.the-numbers.com/movie/My-Big-Fat-Greek-Wedding-3-(2023),True,,"The Portokalos family is sent an invitation to participate in a reunion for all the families who have moved away from the village their father came from. It was sent to them by Victory, the extremely passionate town mayor. Before he passed away, Toula’s father, Gus, asked her to go to the reunion and meet his old friends to pass on a journal he had kept of his life story. To honor his memory, the Portokalos family wants to see where their dad grew up.",My Big Fat Greek Wedding,True
tt21188080,Lisa Frankenstein,2024.0,https://www.the-numbers.com/movie/Lisa-Frankenstein-(2024),True,,"A coming of RAGE story about a misunderstood teenager and her high school crush, who happens to be a handsome corpse. After a set of playfully horrific circumstances bring him back to life, the two embark on a murderous journey to find love, happiness… and a few missing body parts along the way.",,True
tt2119532,Hacksaw Ridge,2016.0,https://www.the-numbers.com/movie/Hacksaw-Ridge,True,,"The true story of Desmond Doss who, in Okinawa during the bloodiest battle of WWII, saved 75 men without firing or carrying a gun. He was the only American soldier in WWII to fight on the front lines without a weapon, as he believed that while the war was justified, killing was nevertheless wrong. As an army medic, he single-handedly evacuated the wounded from behind enemy lines, braved fire while tending to soldiers and was wounded by a grenade and hit by snipers. Doss was the first conscientious objector to ever earn the Congressional Medal of Honor.",,True
tt2119543,The House with a Clock in Its Walls,2018.0,https://www.the-numbers.com/movie/House-with-a-Clock-in-Its-Walls-The,True,,"The tale of 10-year-old Lewis, who goes to live with his uncle in a creaky old house with a mysterious tick-tocking heart. But his new town’s sleepy façade jolts to life with a secret world of warlocks and witches when Lewis accidentally awakens the dead.",,True
tt2120120,Pixels,2015.0,https://www.the-numbers.com/movie/Pixels,True,,"As kids in the 1980s, Sam Brenner, Will Cooper, Ludlow Lamonsoff, and Eddie ""The Fire Blaster"" Plant saved the world thousands of times - at 25 cents a game in the video arcades. Now, they're going to have to do it for real. In Pixels, when intergalactic aliens discover video feeds of classic arcade games and misinterpret them as a declaration of war, they attack the Earth, using the video games as the models for their assaults -- and now-U.S. President Cooper must call on his old-school arcade friends to save the world from being destroyed by PAC-MAN, Donkey Kong, Galaga, Centipede, and Space Invaders. Joining them is Lt. Col. Violet Van Patten, a specialist supplying the arcaders with unique weapons to fight the aliens.",,True
tt21211058,Smile,2022.0,https://www.the-numbers.com/movie/Smile-(2022),True,,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can’t explain. As an overwhelming terror begins taking over her life, Rose must confront her troubling past in order to survive and escape her horrifying new reality.",Smile,True
tt2123342,Underdogs,2013.0,https://www.the-numbers.com/movie/Underdogs,True,,"The Knights are a lousy team who’ve become a target for jokes. When down on his luck Coach DeAntonio arrives, he pushes the boys to see their potential, while a hometown bartender tries to reopen his guarded heart. When quarterback Bobby Burkett falls in love with a cheerleader from a rival team, it enrages their star John Handon. Meanwhile, Bobby’s father is battling Handon’s dad, whose crooked corporation is suing him over his own invention.",,True
tt21235248,Ghostbusters: Frozen Empire,2024.0,https://www.the-numbers.com/movie/Ghostbusters-Frozen-Empire-(2024),True,,"The Spengler family returns to where it all started—the iconic New York City firehouse—to team up with the original Ghostbusters, who’ve developed a top-secret research lab to take busting ghosts to the next level. But when the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second Ice Age.",Ghostbusters,True
tt2125435,Beasts of the Southern Wild,2012.0,https://www.the-numbers.com/movie/Beasts-of-the-Southern-Wild,True,,"In a forgotten but defiant bayou community cut off from the rest of the world by a sprawling levee, a six-year-old girl exists on the brink of orphanhood. Buoyed by her childish optimism and extraordinary imagination, she believes that the natural world is in balance with the universe until a fierce storm changes her reality. Desperate to repair the structure of her world in order to save her ailing father and sinking home, this tiny hero must learn to survive unstoppable catastrophes of epic proportions.",,True
tt21254598,Cobweb,2023.0,https://www.the-numbers.com/movie/Cobweb-(2023),True,,"Eight-year-old Peter is plagued by a mysterious, constant tap, tap from inside his bedroom wall—a tapping that his parents insist is all in his imagination. As Peter’s fear intensifies, he believes that his parents could be hiding a terrible, dangerous secret and questions their trust. And for a child, what could be more frightening than that?",,True
tt2126355,San Andreas,2015.0,https://www.the-numbers.com/movie/San-Andreas,True,,"After the infamous San Andreas Fault gives, triggering a magnitude 9-plus earthquake in California, a search and rescue pilot and his estranged wife make their way together from Los Angeles to San Francisco to save their only daughter. But their treacherous journey north is only the beginning. And when they think the worst may be over...it's just getting started.",,True
tt2126357,Second Act,2018.0,https://www.the-numbers.com/movie/Second-Act-(2018),True,,"A 40-year-old woman is struggling with frustrations of not having achieved more in life. As an experienced, quick-witted, perceptive employee, she is passed over for a promotion solely because she doesn’t have a college degree. Until, that is, she gets the chance to prove that street smarts are as valuable as book smarts, and that it is never too late for a second act.",,True
tt2139881,Long Shot,2019.0,https://www.the-numbers.com/movie/Long-Shot-(2019),True,,"Fred Flarsky is a gifted and free-spirited journalist with an affinity for trouble. Charlotte Field is one of the most influential women in the world. Smart, sophisticated, and accomplished, she’s a powerhouse diplomat with a talent for… well, mostly everything. The two have nothing in common, except that she was his babysitter and childhood crush. When Fred unexpectedly reconnects with Charlotte, he charms her with his self-deprecating humor and his memories of her youthful idealism. As she prepares to make a run for the Presidency, Charlotte impulsively hires Fred as her speechwriter, much to the dismay of her trusted advisors. A fish out of water on Charlotte’s elite team, Fred is unprepared for her glamorous lifestyle in the limelight. However, sparks fly as their unmistakable chemistry leads to a round-the-world romance and a series of unexpected and dangerous incidents.",,True
tt2140373,Saving Mr. Banks,2013.0,https://www.the-numbers.com/movie/Saving-Mr-Banks,True,,"In 1961, Walt Disney invited “Mary Poppins” author P.L. Travers to his studio in Los Angeles to discuss, in person, his continued interest in obtaining the movie rights to her beloved book and character—a pitch he first made to her in the 1940s. Still hesitant and disinterested after all those years, Travers wanted to tell the Hollywood impresario to go fly a kite but with dwindling sales of her books and a bleak economic future looming, P.L. Travers said yes and embarked on a two-week sojourn in Los Angeles that would ultimately set the wheels of the beloved film in motion.",,True
tt2140379,Self/less,2015.0,https://www.the-numbers.com/movie/Selfless-(2015),True,,"In this psychological science fiction thriller, an extremely wealthy man dying from cancer undergoes a radical medical procedure that transfers his consciousness into the body of a healthy young man. But all is not as it seems when he starts to uncover the mystery of the body's origin and the organization that will kill to protect its cause.",,True
tt2140479,The Accountant,2016.0,https://www.the-numbers.com/movie/Accountant-The,True,,"Christian Wolff is a math savant with more affinity for numbers than people. Behind the cover of a small-town CPA office, he works as a freelance accountant for some of the world’s most dangerous criminal organizations. With the Treasury Department’s Crime Enforcement Division, run by Ray King, starting to close in, Christian takes on a legitimate client: a state-of-the-art robotics company where an accounting clerk has discovered a discrepancy involving millions of dollars. But as Christian uncooks the books and gets closer to the truth, it is the body count that starts to rise.",The Accountant,True
tt2140571,The Broken Hearts Gallery,2020.0,https://www.the-numbers.com/movie/Broken-Hearts-Gallery-The,True,,"What if you saved a souvenir from every relationship you’ve ever been in? Lucy, a 20-something art gallery assistant living in New York City, who also happens to be an emotional hoarder. After she gets dumped by her latest boyfriend, Lucy is inspired to create The Broken Hearts Gallery, a pop-up space for the items love has left behind. Word of the gallery spreads, encouraging a movement and a fresh start for all the romantics out there, including Lucy herself.",,True
tt21692408,Kung Fu Panda 4,2024.0,https://www.the-numbers.com/movie/Kung-Fu-Panda-4-(2024),True,,"After three death-defying adventures defeating world-class villains with his unmatched courage and mad martial arts skills, Po, the Dragon Warrior, is called upon by destiny to… give it a rest already. More specifically, he’s tapped to become the Spiritual Leader of the Valley of Peace. That poses a couple of obvious problems. First, Po knows as much about spiritual leadership as he does about the paleo diet, and second, he needs to quickly find and train a new Dragon Warrior before he can assume his new lofty position. Even worse, there’s been a recent sighting of a wicked, powerful sorceress, Chameleon, a tiny lizard who can shapeshift into any creature, large or small. And Chameleon has her greedy, beady little eyes on Po’s Staff of Wisdom, which would give her the power to re-summon all the master villains whom Po has vanquished to the spirit realm. So, Po’s going to need some help. He finds it (kinda?) in the form of crafty, quick-witted thief Zhen, a corsac fox who really gets under Po’s fur but whose skills will prove invaluable. In their quest to protect the Valley of Peace from Chameleon’s reptilian claws, this comedic odd-couple duo will have to work together. In the process, Po will discover that heroes can be found in the most unexpected places.",Kung Fu Panda,True
tt2170439,Horrible Bosses 2,2014.0,https://www.the-numbers.com/movie/Horrible-Bosses-2,True,,"Fed up by answering to higher-ups, Nick, Dale and Kurt decide to become their own bosses by launching their own business. But a slick investor soon pulls the rug out from under them. Outplayed and desperate, and with no legal resource, the three would-be entrepreneurs hatch a misguided plan to kidnap the investor's adult son and ransom him to regain control of their company.",Horrible Bosses,True
tt2170593,St. Vincent,2014.0,https://www.the-numbers.com/movie/St-Vincent,True,,"Maggie, a single mother, moves into a new home in Brooklyn with her 12-year old son, Oliver. Forced to work long hours, she has no choice but to leave Oliver in the care of their new neighbor, Vincent, a retired curmudgeon with a penchant for alcohol and gambling. An odd friendship soon blossoms between the improbable pair. Together with a pregnant stripper named Daka, Vincent brings Oliver along on all the stops that make up his daily routine - the race track, a strip club, and the local dive bar. Vincent helps Oliver grow to become a man, while Oliver begins to see in Vincent something that no one else is able to: a misunderstood man with a good heart.",,True
tt2172934,3 Days to Kill,2014.0,https://www.the-numbers.com/movie/3-Days-to-Kill,True,,"Ethan Renner is a dangerous international spy, who is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter, whom he's previously kept at arm's length to keep out of danger. But first, he must complete one last mission- even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.",,True
tt2177771,The Monuments Men,2014.0,https://www.the-numbers.com/movie/Monuments-Men-The,True,,"Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action-thriller focusing on an unlikely World War II platoon, tasked by FDR with going into Germany to rescue artistic masterpieces from Nazi thieves and returning them to their rightful owners. It would be an impossible mission: with the art trapped behind enemy lines, and with the German army under orders to destroy everything as the Reich fell, how could these guys - seven museum directors, curators, and art historians, all more familiar with Michelangelo than the M-1 - possibly hope to succeed? But as the Monuments Men, as they were called, found themselves in a race against time to avoid the destruction of 1000 years of culture, they would risk their lives to protect and defend mankind's greatest achievements.",,True
tt2179136,American Sniper,2014.0,https://www.the-numbers.com/movie/American-Sniper,True,,"U.S. Navy SEAL Chris Kyle is sent to Iraq with only one mission: to protect his brothers-in-arms. His pinpoint accuracy saves countless lives on the battlefield and, as stories of his courageous exploits spread, he earns the nickname “Legend.” However, his reputation is also growing behind enemy lines, putting a price on his head and making him a prime target of insurgents. He is also facing a different kind of battle on the home front: striving to be a good husband and father from halfway around the world. Despite the danger, as well as the toll on his family at home, Chris serves through four harrowing tours of duty in Iraq, personifying the spirit of the SEAL creed to “leave no one behind.” But upon returning to his wife, Taya Renae Kyle, and kids, Chris finds that it is the war he can’t leave behind.",,True
tt2180411,Into the Woods,2014.0,https://www.the-numbers.com/movie/Into-the-Woods,True,,"A modern twist on several of the Brothers Grimm fairy tales, intertwining the plots of a few choice stories and exploring the consequences of the characters’ wishes and quests, follwing the classic tales of Cinderella, Little Red Riding Hood, Jack and the Beanstalk, and Rapunzel—all tied together by an original story involving a baker and his wife, their wish to begin a family and their interaction with the witch who has put a curse on them.",,True
tt21807222,Saw X,2023.0,https://www.the-numbers.com/movie/Saw-X-(2023),True,,"A sick and desperate John Kramer travels to Mexico for a risky and experimental medical procedure in hopes of a miracle cure for his cancer—only to discover the entire operation is a scam to defraud the most vulnerable. Armed with a newfound purpose, the infamous serial killer returns to his work, turning the tables on the con artists in his signature visceral way through devious, deranged, and ingenious traps.",Saw,True
tt21823606,A Real Pain,2024.0,https://www.the-numbers.com/movie/Real-Pain-A-(2024),True,,Mismatched cousins David and Benji reunite for a tour through Poland to honor their beloved grandmother. The adventure takes a turn when the odd-couple’s old tensions resurface against the backdrop of their family history.,,True
tt2183034,Earth to Echo,2014.0,https://www.the-numbers.com/movie/Earth-to-Echo,True,,"Tuck, Munch and Alex are a trio of inseparable friends whose lives are about to change. Their neighborhood is being destroyed by a highway construction project that is forcing their families to move away. But just two days before they must part ways, the boys begin receiving a strange series of signals on their phones. Convinced something bigger is going on, they team up with another school friend, Emma, and set out to look for the source of their phone signals. What they discover is something beyond their wildest imaginations: a small alien who has become stranded on Earth. In need of their help, the four friends come together to protect the alien and help him find his way home.",,True
tt2184339,The Purge,2013.0,https://www.the-numbers.com/movie/Purge-The,True,,"In an America wracked by crime and overcrowded prisons, the government has sanctioned an annual 12-hour period in which any and all criminal activity - including murder - becomes legal. The police can't be called. Hospitals suspend help. It's one night when the citizenry regulates itself without thought of punishment. On this night plagued by violence and an epidemic of crime, one family wrestles with the decision of who they will become when a stranger comes knocking. When an intruder breaks into James Sandin's gated community during the yearly lockdown, he begins a sequence of events that threatens to tear a family apart. Now, it is up to James, his wife, Mary, and their kids to make it through the night without turning into the monsters from whom they hide.",The Purge,True
tt21850902,Smile,2022.0,https://www.the-numbers.com/movie/Smile-(2022),True,,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can’t explain. As an overwhelming terror begins taking over her life, Rose must confront her troubling past in order to survive and escape her horrifying new reality.",Smile,True
tt2191701,Grown Ups 2,2013.0,https://www.the-numbers.com/movie/Grown-Ups-2,True,,"Lenny has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises: the last day of school.",Grown Ups,True
tt2193215,The Counselor,2013.0,https://www.the-numbers.com/movie/Counselor-The,True,,A respected lawyer's one-time dalliance with an illegal business deal spirals out of control.,,True
