tconst,primaryTitle,startYear,the_numbers_url,scrape_success,scrape_error,plot_summary,franchise,has_plot_summary
tt6857112,Us,2019.0,https://www.the-numbers.com/movie/Us-(2019),True,,"Haunted by an unexplainable and unresolved trauma from her past and compounded by a string of eerie coincidences, Adelaide feels her paranoia elevate to high-alert as she grows increasingly certain that something bad is going to befall her family. After spending a tense beach day with their friends, the Tylers, Adelaide and her family return to their vacation home. When darkness falls, the Wilsons discover the silhouette of four figures holding hands as they stand in the driveway. This endearing American family is pitted against a terrifying and uncanny opponent: doppelgängers of themselves.",,True
tt6857166,Book Club,2018.0,https://www.the-numbers.com/movie/Book-Club-(2018),True,,"Diane is recently widowed after 40 years of marriage, Vivian enjoys her men with no strings attached, Sharon is still working through her decades-old divorce, and Carol’s marriage is in a slump after 35 years. The lives of these four lifelong friends are turned upside down after reading the infamous “50 Shades of Grey,” catapulting them into a series of outrageous life choices.",Book Club,True
tt6869948,Truth or Dare,2018.0,https://www.the-numbers.com/movie/Truth-or-Dare-(2018),True,,,,False
tt6878306,News of the World,2020.0,https://www.the-numbers.com/movie/News-of-the-World,True,,"Five years after the end of the Civil War, Captain Jefferson Kyle Kidd, a widower and veteran of three wars, now moves from town to town as a non-fiction storyteller, sharing the news of presidents and queens, glorious feuds, devastating catastrophes, and gripping adventures from the far reaches of the globe. In the plains of Texas, he crosses paths with Johanna, a 10-year-old taken in by the Kiowa tribe six years earlier and raised as one of their own. Johanna, hostile to a world she’s never experienced, is being returned to her biological aunt and uncle against her will. Kidd agrees to deliver the child where the law says she belongs. As they travel hundreds of miles into the unforgiving wilderness, the two will face tremendous challenges of both human and natural forces as they search for a place that either can call home.",,True
tt6881490,Sound of Hope: The Story of Possum Trot,2024.0,https://www.the-numbers.com/movie/Sound-of-Hope-The-Story-of-Possum-Trot-(2024),True,,"Donna and Reverend Martin ignite a fire in the hearts of their rural church to embrace kids in the foster system that nobody else would take. By doing the impossible–adopting 77 children–this East Texas community proved that, with real, determined love, the battle for America’s most vulnerable can be won.",,True
tt6902332,The Marksman,2021.0,https://www.the-numbers.com/movie/Marksman-The-(2021),True,,"Hardened Arizona rancher Jim Hanson simply wants to be left alone as he fends off eviction notices and tries to make a living on an isolated stretch of borderland. But everything changes when Hanson, an ex-Marine, witnesses 11-year-old migrant Miguel fleeing with his mother Rosa from drug cartel assassins led by the ruthless Mauricio. After being caught in a shoot-out, an injured Rosa begs Jim to take her son to safety to her family in Chicago. Defying his step-daughter Sarah, Jim sneaks Miguel out of the local U.S. Customs and Border Patrol station and together, they hit the road with the group of killers in pursuit. Jim and Miguel slowly begin to overcome their differences and begin to forge an unlikely friendship, while Mauricio and his fellow assassins blaze a cold-blooded trail, hot on their heels.",,True
tt6906292,Retribution,2023.0,https://www.the-numbers.com/movie/Retribution-(2023),True,,"When a mysterious caller puts a bomb under his car seat, Matt Turner begins a high-speed chase across the city to complete a specific series of tasks. With his kids trapped in the back seat and a bomb that will explode if they get out of the car, a normal commute becomes a twisted game of life or death as Matt follows the stranger’s increasingly dangerous instructions in a race against time to save his family.",,True
tt6911608,Mamma Mia! Here We Go Again,2018.0,https://www.the-numbers.com/movie/Mamma-Mia-Here-We-Go-Again,True,,Ten years after Mamma Mia! you’re invited to return to the magical Greek island of Kalokairi in an all-new original musical based on the songs of ABBA.,Mamma Mia,True
tt6920084,Resident Evil: Welcome to Raccoon City,2021.0,https://www.the-numbers.com/movie/Resident-Evil-Welcome-to-Raccoon-City-(2021),True,,"Once the booming home of ​pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.",Resident Evil,True
tt6921996,Johnny English Strikes Again,2018.0,https://www.the-numbers.com/movie/Johnny-English-Strikes-Again-(2018),True,,"A cyber-attack reveals the identity of all active undercover agents in Britain, leaving Johnny English as the secret service’s last hope. Called out of retirement, English dives head first into action with the mission to find the mastermind hacker. As a man with few skills and analogue methods, Johnny English must overcome the challenges of modern technology to make this mission a success.",Johnny English,True
tt6924650,Midway,2019.0,https://www.the-numbers.com/movie/Midway-(2019),True,,"The Battle of Midway, a clash between the American fleet and the Imperial Japanese Navy, marked a pivotal turning point in the Pacific Theater during World War II. The film, based on the real-life events of this heroic feat, tells the story of the leaders and soldiers who used their instincts, fortitude and bravery to overcome the odds.",,True
tt6932874,The Boss Baby: Family Business,2021.0,https://www.the-numbers.com/movie/Boss-Baby-Family-Business-The-(2021),True,,"When baby Tina reveals that she’s—ta-da!—a top secret agent for BabyCorp on a mission to uncover the dark secrets behind Tabitha’s school and its mysterious founder, Dr. Erwin Armstrong, it will reunite the Templeton brothers in unexpected ways, lead them to re-evaluate the meaning of family and discover what truly matters.",The Boss Baby,True
tt6966692,Green Book,2018.0,https://www.the-numbers.com/movie/Green-Book-(2018),True,,"When Tony Lip, an Italian-American bouncer with a seventh-grade education, is hired to drive Dr. Don Shirley, a world-class African-American pianist on a concert tour from Manhattan to the Deep South, they must rely on the “Negro Motorist Green Book” to guide them to the few establishments that were then safe for Blacks. Confronted with racism, danger—as well as unexpected humanity and humor—they are forced to set aside differences to survive and thrive on the journey of a lifetime.",,True
tt6977338,Good Boys,2019.0,https://www.the-numbers.com/movie/Good-Boys-(2019),True,,"After being invited to his first kissing party, 12-year-old Max is panicking because he doesn’t know how to kiss. Eager for some pointers, Max and his best friends Thor and Lucas decide to use Max’s dad’s drone—which Max is forbidden to touch—to spy (they think) on a teenage couple making out next door. But when things go ridiculously wrong, the drone is destroyed. Desperate to replace it before Max’s dad gets home, the boys skip school and set off on an odyssey of epically bad decisions involving some accidentally stolen drugs, frat-house paintball, and running from both the cops and terrifying teenage girls.",,True
tt7002100,Coco,2017.0,https://www.the-numbers.com/movie/Coco-(2017),True,,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",Coco,True
tt7040874,A Simple Favor,2018.0,https://www.the-numbers.com/movie/Simple-Favor-A,True,,"A mommy vlogger seeks to uncover the truth behind her best friend Emily’s sudden disappearance from their small town. Stephanie is joined by Emily’s husband Sean in this thriller filled with twists and betrayals, secrets and revelations, love and loyalty, murder and revenge.",,True
tt7069210,The Conjuring: The Devil Made Me Do It,2021.0,https://www.the-numbers.com/movie/Conjuring-The-Devil-Made-Me-Do-It-The,True,,"A story of terror, murder and unknown evil that shocked even experienced real-life paranormal investigators Ed and Lorraine Warren. One of the most sensational cases from their files, it starts with a fight for the soul of a young boy, then takes them beyond anything they’d ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",The Conjuring,True
tt7083526,Breakthrough,2019.0,https://www.the-numbers.com/movie/Breakthrough-(2019),True,,"The true story of one mother’s unfaltering love in the face of impossible odds. When Joyce Smith’s adopted son John falls through an icy Missouri lake, all hope seems lost. But as John lies lifeless, Joyce refuses to give up. Her steadfast belief inspires those around her to continue to pray for John’s recovery, even in the face of every case history and scientific prediction.",,True
tt7097896,Venom: Let There Be Carnage,2021.0,https://www.the-numbers.com/movie/Venom-Let-There-Be-Carnage,True,,"Eddie Brock is still struggling to coexist with the shape-shifting extraterrestrial Venom. When deranged serial killer Cletus Kasady also becomes host to an alien symbiote, Brock and Venom must put aside their differences to stop his reign of terror.",Venom,True
tt7126948,Wonder Woman 1984,2020.0,https://www.the-numbers.com/movie/Wonder-Woman-1984-(2020),True,,Fast forward to the 1980s as Wonder Woman’s next big screen adventure finds her facing two all-new foes: Max Lord and The Cheetah.,Wonder Woman,True
tt7131622,Once Upon a Time... in Hollywood,2019.0,https://www.the-numbers.com/movie/Once-Upon-a-Time-in-Hollywood-(2019),True,,"1969 Los Angeles, where everything is changing, as TV star Rick Dalton and his longtime stunt double Cliff Booth make their way around an industry they hardly recognize anymore.",,True
tt7137846,Breaking In,2018.0,https://www.the-numbers.com/movie/Breaking-In-(2018),True,,"A woman will stop at nothing to rescue her two children being held hostage in a house designed with impenetrable security. No trap, no trick and especially no man inside can match a mother with a mission when she is determined on breaking in.",,True
tt7146812,Onward,2020.0,https://www.the-numbers.com/movie/Onward-(2020),True,,"Set in a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there.",,True
tt7286456,Joker,2019.0,https://www.the-numbers.com/movie/Joker-(2019),True,,"Arthur Fleck, is of a man struggling to find his way in Gotham’s fractured society. A clown-for-hire by day, he aspires to be a stand-up comic at night…but finds the joke always seems to be on him. Caught in a cyclical existence between apathy and cruelty, Arthur makes one bad decision that brings about a chain reaction of escalating events in this gritty character study.",Batman,True
tt7322224,Triangle of Sadness,2022.0,https://www.the-numbers.com/movie/Triangle-of-Sadness,True,,"Celebrity model couple, Carl and Yaya, are invited on a luxury cruise for the uber-rich, helmed by an unhinged boat captain. What first appeared instagrammable ends catastrophically, leaving the survivors stranded on a desert island and fighting for survival.",,True
tt7329656,47 Meters Down: Uncaged,2019.0,https://www.the-numbers.com/movie/47-Meters-Down-Uncaged-(2019),True,,"A group of five girls from different backgrounds and countries are united by their lust for life and adventure in the coastal metropolis of Recife. Looking to get off the well-worn tourist trail, they hear about a hidden underwater ruin from a local guide and seize the opportunity to discover their own Atlantis beneath the turquoise waves. Unbeknownst to them, the caves where the forgotten city lies are not completely uninhabited, and as they swim deeper into the submerged labyrinth of caves they enter the territory of the deadliest shark species in the ocean.",47 Meters Down,True
tt7334528,Uncle Drew,2018.0,https://www.the-numbers.com/movie/Uncle-Drew,True,,"After draining his life savings to enter a team in the Rucker Classic street ball tournament in Harlem, Dax is dealt a series of unfortunate setbacks, including losing his team to his longtime rival. Desperate to win the tournament and the cash prize, Dax stumbles upon the man, the myth, the legend Uncle Drew and convinces him to return to the court one more time. The two men embark on a road trip to round up Drew’s old basketball squad and prove that a group of septuagenarians can still win the big one.",,True
tt7349662,BlacKkKlansman,2018.0,https://www.the-numbers.com/movie/BlacKkKlansman,True,,"It’s the early 1970s, and Ron Stallworth is the first African-American detective to serve in the Colorado Springs Police Department. Determined to make a name for himself, Stallworth bravely sets out on a dangerous mission: infiltrate and expose the Ku Klux Klan. The young detective soon recruits a more seasoned colleague, Flip Zimmerman, into the undercover investigation of a lifetime. Together, they team up to take down the extremist hate group as the organization aims to sanitize its violent rhetoric to appeal to the mainstream.",,True
tt7349950,It: Chapter Two,2019.0,https://www.the-numbers.com/movie/It-Chapter-Two-(2019),True,,"Twenty-seven years after the Losers Club defeated Pennywise, he has returned to terrorize the town of Derry once more. Now adults, the Losers have long since gone their separate ways. However, people are disappearing again, so Mike, the only one of the group to remain in their hometown, calls the others home. Damaged by the experiences of their past, they must each conquer their deepest fears to destroy Pennywise once and for all…putting them directly in the path of the shape-shifting clown that has become deadlier than ever.",It,True
tt7388562,"Paul, Apostle of Christ",2018.0,https://www.the-numbers.com/movie/Paul-Apostle-of-Christ,True,,"The story of two men. Luke, as a friend and physician, risks his life when he ventures into the city of Rome to visit Paul, who is held captive in Nero’s darkest, bleakest prison cell. But Nero is determined to rid Rome of Christians, and does not flinch from executing them in the grisliest ways possible. Before Paul’s death sentence can be enacted, Luke resolves to write another book, one that details the beginnings of “The Way” and the birth of what will come to be known as the church. Bound in chains, Paul’s struggle is internal. He has survived so much—floggings, shipwreck, starvation, stoning, hunger and thirst, cold and exposure—yet as he waits for his appointment with death, he is haunted by the shadows of his past misdeeds. Alone in the dark, he wonders if he has been forgotten… and if he has the strength to finish well. Two men struggle against a determined emperor and the frailties of the human spirit in order to live out the Gospel of Jesus Christ and spread their message to the world.",,True
tt7390646,Black and Blue,2019.0,https://www.the-numbers.com/movie/Black-and-Blue-(2019),True,,"A rookie cop inadvertently captures the murder of a young drug dealer on her body cam. After realizing that the murder was committed by corrupt cops, she teams up with the one person from her community who is willing to help her as she tries to escape both the criminals out for revenge and the police who are desperate to destroy the incriminating footage.",,True
tt7401588,Instant Family,2018.0,https://www.the-numbers.com/movie/Instant-Family-(2018),True,,"When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child but when they meet three siblings, including a rebellious 15 year old girl, they find themselves speeding from zero to three kids overnight. Now, Pete and Ellie must hilariously try to learn the ropes of instant parenthood in the hopes of becoming a family.",,True
tt7405458,A Man Called Otto,2022.0,https://www.the-numbers.com/movie/Man-Called-Otto-A-(2022),True,,"Otto Anderson is a grumpy widower whose only joy comes from criticizing and judging his exasperated neighbors. When a lively young family moves in next door, he meets his match in quick-witted and very pregnant Marisol, leading to an unexpected friendship that will turn his world upside-down.",,True
tt7424200,Teen Titans GO! To the Movies,2018.0,https://www.the-numbers.com/movie/Teen-Titans-GO-To-the-Movies,True,,"When the Teen Titans go to the big screen, they go big! Teen Titans GO! to the Movies finds our egocentric, wildly satirical Super Heroes in their first feature film extravaganza—a fresh, gleefully clever, kid-appropriately crass and tongue-in-cheek play on the superhero genre, complete with musical numbers. It seems to the Teens that all the major superheroes out there are starring in their own movies—everyone but the Teen Titans, that is! But de facto leader Robin is determined to remedy the situation, and be seen as a star instead of a sidekick. If only they could get the hottest Hollywood film director to notice them. With a few madcap ideas and a song in their heart, the Teen Titans head to Tinsel Town, certain to pull off their dream. But when the group is radically misdirected by a seriously Super-Villain and his maniacal plan to take over the Earth, things really go awry. The team finds their friendship and their fighting spirit failing, putting the very fate of the Teen Titans themselves on the line!",,True
tt7456310,Anna,2019.0,https://www.the-numbers.com/movie/Anna,True,,"John Washington, is a detective with the unique ability to enter people’s minds and memories. Washington takes on the case of a troubled teenage girl named Anna, who is accused of an attempted triple homicide. To uncover the mystery surrounding Anna and her story, Washington will enter her mind and try to find out the truth: is Anna capable of killing, or is there something hidden in her memories that shows otherwise?",,True
tt7466442,The Bob's Burgers Movie,2022.0,https://www.the-numbers.com/movie/Bobs-Burgers-Movie-The-(2022),True,,"The story begins when a ruptured water main creates an enormous sinkhole right in front of Bob's Burgers, blocking the entrance indefinitely and ruining the Belchers’ plans for a successful summer. While Bob and Linda struggle to keep the business afloat, the kids try to solve a mystery that could save their family's restaurant. As the dangers mount, these underdogs help each other find hope and fight to get back behind the counter, where they belong.",,True
tt7504726,The Call of the Wild,2020.0,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),True,,"Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Alaskan Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.",,True
tt7510222,Despicable Me 4,2024.0,https://www.the-numbers.com/movie/Despicable-Me-4-(2024),True,,"Gru, supervillain-turned-Anti-Villain League-agent, returns for a new era of Minions mayhem, alongside his wife and fellow Anti-Villain League-agent Lucy, their three adopted girls—Margo, Edith and Agnes—and the newest member to the Gru family, Gru Jr., who is intent on tormenting his dad. The family is forced to go on the run when they become targeted by escaped criminal Maxime Le Mal and his femme fatale girlfriend Valentina.",Despicable Me,True
tt7510346,The Turning,2020.0,https://www.the-numbers.com/movie/Turning-The-(2020),True,,"At a mysterious estate in the Maine countryside, newly appointed nanny Kate is charged with the care of two disturbed orphans, Flora and Miles. Quickly though, she discovers that both the children and the house are harboring dark secrets and things may not be as they appear.",,True
tt7535780,The Great Wall,2016.0,https://www.the-numbers.com/movie/Great-Wall-The,True,,"Between courage and fear. Between monsters and men. A wall stands that must never fall. The story of an elite force making a valiant stand for humanity on the world's most iconic structure. When a mercenary warrior is imprisoned within The Great Wall, he discovers the mystery behind one of the greatest wonders of our world. As wave after wave of marauding beasts, intent on devouring the world, besiege the massive structure, his quest for fortune turns into a journey toward heroism as he joins a huge army of elite warriors to confront this unimaginable and seemingly unstoppable force.",,True
tt7545266,Like a Boss,2020.0,https://www.the-numbers.com/movie/Like-a-Boss,True,,"Two best friends are living their best lives running their own cosmetics company they’ve built from the ground up. Unfortunately, they're in over their heads financially, and the prospect of a big buyout offer from a notorious titan of the cosmetics industry proves too tempting to pass up, putting their lifelong friendship in jeopardy.",,True
tt7547410,Dora and the Lost City of Gold,2019.0,https://www.the-numbers.com/movie/Dora-and-the-Lost-City-of-Gold-(2019),True,,"Having spent most of her life exploring the jungle, nothing could prepare Dora for her most dangerous adventure yet—high school. Accompanied by a ragtag group of teens and Boots the monkey, Dora embarks on a quest to save her parents while trying to solve the seemingly impossible mystery behind a lost Incan civilization.",,True
tt7549996,Judy,2019.0,https://www.the-numbers.com/movie/Judy-(2019),True,,"Winter 1968 and showbiz legend Judy Garland arrives in Swinging London to perform a 6-week sold-out run at The Talk of the Town. It is 30 years since she shot to global stardom in The Wizard of Oz, but if her voice has weakened, its dramatic intensity has only grown. As she prepares for the show, battles with management, charms musicians and reminisces with friends and adoring fans, her wit and warmth shine through. Even her dreams of love seem undimmed as she embarks on a whirlwind romance with Mickey Deans, her soon-to-be fifth husband. Featuring some of her best-known songs, the film celebrates the voice, the capacity for love, and the sheer pizzazz of “the world’s greatest entertainer.”",,True
tt7599146,Sound of Freedom,2023.0,https://www.the-numbers.com/movie/Sound-of-Freedom-(2023),True,,"After rescuing a boy from ruthless child traffickers, a federal agent learns the boy's sister is still captive and decides to embark on a dangerous mission to save her. With time running out, he quits his job and journeys deep into the Colombian jungle, putting his life on the line to free her from a fate worse than death.",,True
tt7616798,A Dog's Way Home,2019.0,https://www.the-numbers.com/movie/Dogs-Way-Home-A-(2019),True,,"A Dog’s Way Home chronicles the heartwarming adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human, Lucas, an aspiring med student and VA hospital volunteer. Bella touches the lives of many during her unwavering quest; from an orphaned mountain lion cub to a homeless veteran down on his luck, Bella brings joy and comfort to everyone she meets with her unique spirit and faith.",,True
tt7634968,What Men Want,2019.0,https://www.the-numbers.com/movie/What-Men-Want-(2019),True,,"Ali Davis is a successful sports agent who’s constantly boxed out by her male colleagues. When Ali is passed up for a well-deserved promotion, she questions what else she needs to do to succeed in a man’s world… until she gains the ability to hear men’s thoughts! With her newfound power, Ali looks to outsmart her colleagues as she races to sign the next basketball superstar, but the lengths she has to go to will put her relationship with her best friends and a potential new love interest to the test.",,True
tt7657566,Death on the Nile,2022.0,https://www.the-numbers.com/movie/Death-on-the-Nile-(2022),True,,"Belgian sleuth Hercule Poirot’s Egyptian vacation aboard a glamorous river steamer turns into a terrifying search for a murderer when a picture-perfect couple’s idyllic honeymoon is tragically cut short. Set against a landscape of sweeping desert vistas and the Giza pyramids, this tale of unbridled passion and incapacitating jealousy features a cosmopolitan group of impeccably dressed travelers and enough wicked twists and turns to keep audiences guessing until the final, shocking denouement.",Kenneth Branagh's Hercule Poirot,True
tt7668870,Searching,2018.0,https://www.the-numbers.com/movie/Searching-(2018),True,,"After David Kim’s 16-year-old daughter goes missing, a local investigation is opened and a detective is assigned to the case. But 37 hours later and without a single lead, David decides to search the one place no one has looked yet, where all secrets are kept today: his daughter’s laptop. In a hyper-modern thriller told via the technology devices we use every day to communicate, David must trace his daughter’s digital footprints before she disappears forever.",Searching,True
tt7693316,Devotion,2022.0,https://www.the-numbers.com/movie/Devotion-(2022),True,,"Devotion, an aerial war epic based on the bestselling book of the same name, tells the harrowing true story of two elite US Navy fighter pilots during the Korean War. Their heroic sacrifices would ultimately make them the Navy's most celebrated wingmen.",,True
tt7734218,Stuber,2019.0,https://www.the-numbers.com/movie/Stuber-(2019),True,,"When a mild-mannered Uber driver named Stu picks up a passenger who turns out to be a cop hot on the trail of a brutal killer, he’s thrust into a harrowing ordeal where he desperately tries to hold onto his wits, his life and his five-star rating.",,True
tt7737786,Greenland,2020.0,https://www.the-numbers.com/movie/Greenland-(2020),True,,"A family fights for survival as a planet-killing comet races to Earth. John Garrity, his estranged wife Allison, and young son Nathan make a perilous journey to their only hope for sanctuary. Amid terrifying news accounts of cities around the world being leveled by the comet’s fragments, the Garrity’s experience the best and worst in humanity while they battle the increasing panic and lawlessness surrounding them. As the countdown to global apocalypse approaches zero, their incredible trek culminates in a desperate and last-minute flight to a possible safe haven.",,True
tt7740496,Nightmare Alley,2021.0,https://www.the-numbers.com/movie/Nightmare-Alley-(2021),True,,"When charismatic but down-on-his-luck Stanton Carlisle endears himself to clairvoyant Zeena and her has-been mentalist husband Pete at a traveling carnival, he crafts a golden ticket to success, using this newly acquired knowledge to grift the wealthy elite of 1940s New York society. With the virtuous Molly loyally by his side, Stanton plots to con a dangerous tycoon with the aid of a mysterious psychiatrist who might be his most formidable opponent yet.",,True
tt7752126,Brightburn,2019.0,https://www.the-numbers.com/movie/Brightburn-(2019),True,,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",,True
tt7762424,Quarantine,2008.0,https://www.the-numbers.com/movie/Quarantine,True,,"Television reporter Angela Vidal and her cameraman are assigned to spend the night shift with a Los Angeles Fire Station. After a routine 911 call takes them to a small apartment building, they find police officers already on the scene in response to blood curdling screams coming from one of the apartment units. They soon learn that a woman living in the building has been infected by something unknown. After a few of the residents are viciously attacked, they try to escape with the news crew in tow, only to find that the CDC has quarantined the building. Phones, internet, televisions and cell phone access have been cut-off, and officials are not relaying information to those locked inside. When the quarantine is finally lifted, the only evidence of what took place is the news crew's videotape.",Quarantine,True
tt7784604,Hereditary,2018.0,https://www.the-numbers.com/movie/Hereditary-(2018),True,,"When Ellen, the matriarch of the Graham family, passes away, her daughter’s family begins to unravel cryptic and increasingly terrifying secrets about their ancestry. The more they discover, the more they find themselves trying to outrun the sinister fate they seem to have inherited.",,True
tt7785302,Spotlight,2015.0,https://www.the-numbers.com/movie/Spotlight,True,,"The true story of the Pulitzer Prize-winning Boston Globe investigation that would rock the city and cause a crisis in one of the world’s oldest and most trusted institutions. When the newspaper’s tenacious “Spotlight” team of reporters delve into allegations of abuse in the Catholic Church, their year-long investigation uncovers a decades-long cover-up at the highest levels of Boston’s religious, legal, and government establishment, touching off a wave of revelations around the world.",,True
tt7798634,Ready or Not,2019.0,https://www.the-numbers.com/movie/Ready-or-Not-(2019),True,,"A young bride joins her new husband’s rich, eccentric family in a time-honored tradition that turns into a lethal game with everyone fighting for their survival.",Ready or Not,True
tt7798646,The Photograph,2020.0,https://www.the-numbers.com/movie/Photograph-The-(2020),True,,"When famed photographer Christina Eames unexpectedly dies, she leaves her estranged daughter Mae Morton hurt, angry and full of questions. When a photograph tucked away in a safe-deposit box is found, Mae finds herself on a journey delving into her mother’s early life and ignites a powerful, unexpected romance with a rising-star journalist, Michael Block.",,True
tt7888964,Nobody,2021.0,https://www.the-numbers.com/movie/Nobody-(2021),True,,"Sometimes, the man you don’t notice is the most dangerous of all. Hutch Mansell is an underestimated and overlooked dad and husband, taking life’s indignities on the chin and never pushing back. A nobody. When two thieves break into his suburban home one night, Hutch declines to defend himself or his family, hoping to prevent serious violence. His teenage son, Blake, is disappointed in him, and his wife, Becca, seems to pull only further away. The aftermath of the incident strikes a match to Hutch’s long-simmering rage, triggering dormant instincts and propelling him on a brutal path that will surface dark secrets and lethal skills. In a barrage of fists, gunfire and squealing tires, Hutch must save his family from a dangerous adversary — and ensure that he will never be underestimated as a nobody again.",Nobody,True
tt7958736,Ma,2019.0,https://www.the-numbers.com/movie/Ma-(2019),True,,"Sue Ann is a loner who keeps to herself in her quiet Ohio town. One day, she is asked by Maggie, a new teenager in town, to buy some booze for her and her friends, and Sue Ann sees the chance to make some unsuspecting, if younger, friends of her own. She offers the kids the chance to avoid drinking and driving by hanging out in the basement of her home. But there are some house rules: One of the kids has to stay sober. Don’t curse. Never go upstairs. And call her “Ma.” But as Ma’s hospitality starts to curdle into obsession, what began as a teenage dream turns into a terrorizing nightmare, and Ma’s place goes from the best place in town to the worst place on earth.",,True
tt7959026,The Mule,2018.0,https://www.the-numbers.com/movie/Mule-The-(2018),True,,"Earl Stone is a man in his 80s who is broke, alone, and facing foreclosure of his business when he is offered a job that simply requires him to drive. Easy enough, but, unbeknownst to Earl, he’s just signed on as a drug courier for a Mexican cartel. He does well—so well, in fact, that his cargo increases exponentially, and Earl is assigned a handler. But he isn’t the only one keeping tabs on Earl; the mysterious new drug mule has also hit the radar of hard-charging DEA agent Colin Bates. And even as his money problems become a thing of the past, Earl’s past mistakes start to weigh heavily on him, and it’s uncertain if he’ll have time to right those wrongs before law enforcement, or the cartel’s enforcers, catch up to him.",,True
tt7975244,Jumanji: The Next Level,2019.0,https://www.the-numbers.com/movie/Jumanji-The-Next-Level-(2019),True,,"The gang is back but the game has changed. As they return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored, from the arid deserts to the snowy mountains, in order to escape the world’s most dangerous game.",Jumanji,True
tt8004664,Come Play,2020.0,https://www.the-numbers.com/movie/Come-Play-(2020),True,,"Oliver is a lonely young boy who feels different from everyone else. Desperate for a friend, he seeks solace and refuge in his ever-present cell phone and tablet. When a mysterious creature uses Oliver’s devices against him to break into our world, Oliver’s parents must fight to save their son from the monster beyond the screen.",,True
tt8005118,House Party,2023.0,https://www.the-numbers.com/movie/House-Party-(2023),True,,"When a pair of down on their luck house cleaners discover they’re assigned to clean the mansion of Lebron James while he’s overseas, they decide to make a life-changing decision to throw a giant party in a quest for immortality and some cash. As the party gets out of control and one of Lebron’s championship rings goes missing, they will be launched into a wild night that they will never forget.",House Party,True
tt8041270,Jurassic World: Dominion,2022.0,https://www.the-numbers.com/movie/Jurassic-World-Dominion-(2022),True,,"Four years after Isla Nublar has been destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history’s most fearsome creatures.",Jurassic Park,True
tt8085790,Little,2019.0,https://www.the-numbers.com/movie/Little-(2019),True,,"Jordan Sanders, a 13-year-old girl, wakes up in her adult self’s penthouse just before a do-or-die presentation. Jordan’s long-suffering assistant April, the only one in on the secret that her daily tormentor is now trapped in an awkward tween body just as everything is on the line.",,True
tt8093700,The Woman King,2022.0,https://www.the-numbers.com/movie/Woman-King-The-(2022),True,,"The story of the Agojie, the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen. General Nanisca trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life. Some things are worth fighting for…",,True
tt8097030,Turning Red,2022.0,https://www.the-numbers.com/movie/Turning-Red-(2022),True,,"Mei Lee is a 13-year-old who suddenly “poofs” into a giant red panda when she gets too excited (which is practically ALWAYS). Mei Lee’s protective, if not slightly overbearing mother Ming, who is never far from her daughter—an unfortunate reality for the teenager.",,True
tt8097306,Nobody's Fool,2018.0,https://www.the-numbers.com/movie/Nobodys-Fool-(2018),True,,"Trying to get back on her feet, wild child Tanya looks to her buttoned-up, by the book sister Danica to help her get back on track. As these polar opposites collide — with hilarious and sometimes disastrous results — Tanya discovers that Danica’s picture-perfect life — including her mysterious boyfriend — may not be what it seems.",,True
tt8110652,Bodies Bodies Bodies,2022.0,https://www.the-numbers.com/movie/Bodies-Bodies-Bodies,True,,"When a group of rich 20-somethings plan a hurricane party at a remote family mansion, a party game goes awry in this fresh and funny look at backstabbing, fake friends, and one party gone very, very wrong.",,True
tt8115900,The Bad Guys,2022.0,https://www.the-numbers.com/movie/Bad-Guys-The,True,,"After a lifetime of pulling legendary heists, five notorious bad guys—Mr. Wolf, Mr. Snake, Mr. Piranha, Mr. Shark and Ms. Tarantula—attempt their most challenging job yet…going good.",The Bad Guys,True
